nit	empresa	fuente	nit_len
900666863	ESTUDIO JURIDICO COLOMBIANO	secop_ii_proveedores	9.0
890505755	optica cientifica y cia ltda	secop_ii_proveedores	9.0
900708711	Actiobyte S.A.S.	secop_ii_proveedores	9.0
900559103	CENTRO DE IMAGENES DIAGNOSTICAS CEIDM IPS S.A.S	secop_ii_proveedores	9.0
860079174	Corredores Davivienda S.A. Comisionista de Bolsa	secop_ii_proveedores	9.0
900023589	Soluciones Mecanicas Globales S.A. - EN REORGANIZACION	secop_ii_proveedores	9.0
900046419	FUNDACION ROTARIA DE IPIALES	secop_ii_proveedores	9.0
830108787	CONSTRUCCION Y MANTENIMIENTO CASTILLA Y LEON G&G SDAD LTDA	secop_ii_proveedores	9.0
830129831	Fundacion de Egresados de la Universidad Distrital	secop_ii_proveedores	9.0
900874922	SHAMMAH HEALTHCARE SAS	secop_ii_proveedores	9.0
901334106	MACLAP SAS	secop_ii_proveedores	9.0
890205383	MUNICIPIO DE PIEDECUESTA	secop_ii_proveedores	9.0
800044202	OBRAS Y PROYECTOS S.A.S.	secop_ii_proveedores	9.0
901232089	INVERSIONES INMOBILIARIAS Y DE PLUSVALIA SAS	secop_ii_proveedores	9.0
890982182	E.S.E HOSPITAL SAN PABLO DE TARSO	secop_ii_proveedores	9.0
890984132	ALCALDIA MUNICIPAL CARAMANTA	secop_ii_proveedores	9.0
811041712	ASOCIACION PROMOCION INTEGRAL DE LA MUJER HERMANAS SALESIANAS	secop_ii_proveedores	9.0
890900267	Productora y Comercializadora odontologica New Stetic S.A	secop_ii_proveedores	9.0
900096081	FUNDACION JAGUARES	secop_ii_proveedores	9.0
816005003	EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA	secop_ii_proveedores	9.0
811015441	Servicios Integrales ID System SAS	secop_ii_proveedores	9.0
900906303	BRID SOLUCIONES SAS	secop_ii_proveedores	9.0
900236982	CORPORACION TEJIDO SOCIAL	secop_ii_proveedores	9.0
813005465	LIGA DE PATINAJE DEL DPTO. DEL HUILA	secop_ii_proveedores	9.0
800138017	asociacion de hogares comunitarios de bienestar juan xxiii	secop_ii_proveedores	9.0
900361854	CONSTRUCTORA M y S  S.A.S	secop_ii_proveedores	9.0
800019920	LIGA DE BOXEO DE BOLIVAR	secop_ii_proveedores	9.0
901239275	NUTRIMOS Y SERVIMOS CON CALIDAD S.A.S.	secop_ii_proveedores	9.0
800140931	DISTRIBUIDORA FULLER S.A.S	secop_ii_proveedores	9.0
807003506	COOPERATIVA DE TRABAJO ASOCIADO Y SERVICIOS MULTIPLES LA SAMARIA	secop_ii_proveedores	9.0
900107376	INTERVENTORIA Y CONSTRUCIVILES SAS	secop_ii_proveedores	9.0
802002188	ASOCIACION DE PADRES DE FAMILIA DE LOS HOGARES DE BIENESTAR LAS MARGARITAS	secop_ii_proveedores	9.0
830510399	FUNDACION SEMILLAS DE VIDA PARA COLOMBIA	secop_ii_proveedores	9.0
900949400	ALVAREZ LIEVANO LASERNA	secop_ii_proveedores	9.0
900424944	ELATIN S.A.S	secop_ii_proveedores	9.0
800095461	MUNICIPIO DE RISARALDA	secop_ii_proveedores	9.0
900912423	VIAJES Y RUTAS DE COLOMBIA SAS	secop_ii_proveedores	9.0
860450234	incodepf s.a.s	secop_ii_proveedores	9.0
900422289	ATLAS IMPORTACIONES SAS	secop_ii_proveedores	9.0
812002958	clinica la trinidad ips ltda	secop_ii_proveedores	9.0
800226337	Asociacion de padres de familia de los hogares de bienestar 7 de abril sector 9	secop_ii_proveedores	9.0
900280055	Corporacion Teatro Girante	secop_ii_proveedores	9.0
900338568	GRUPO EMPRESARIAL GIRALDO S.A.S	secop_ii_proveedores	9.0
901043983	SECURITY & FIRE SAS	secop_ii_proveedores	9.0
890982091	EMPRESA SOCIAL DE ESTADO HOSPITAL SAN RAFAEL	secop_ii_proveedores	9.0
901243673	UNIDAD DE FISIATRIA SAS	secop_ii_proveedores	9.0
900101635	BIOANALISIS FARMACEUTICOS SAS	secop_ii_proveedores	9.0
860028971	UNIVERSIDAD CATOLICA DE COLOMBIA	secop_ii_proveedores	9.0
892099160	CRUZ ROJA COLOMBIANA SECCIONAL META	secop_ii_proveedores	9.0
900808572	BUSINESS TECHNOLOGY INK SAS	secop_ii_proveedores	9.0
900227804	OBSERVER MONITORING ON LINE LTDA	secop_ii_proveedores	9.0
900468752	WHOW BTL SAS	secop_ii_proveedores	9.0
890106353	Asociacion Accion Social Naval Barranquilla	secop_ii_proveedores	9.0
900867116	IG MONTAJES Y SERVICIOS S.A.S	secop_ii_proveedores	9.0
901130213	ORONEGRO INVERSIONES SAS	secop_ii_proveedores	9.0
805020621	ONG CRECER EN FAMILIA	secop_ii_proveedores	9.0
900461844	CADENA VALORES S.A.S	secop_ii_proveedores	9.0
900634821	INVERSIONES RESENAL S.A.S	secop_ii_proveedores	9.0
901070095	CLUB DEPORTIVO PROMESAS DE ANTIOQUIA	secop_ii_proveedores	9.0
860030360	FERRETERIA FORERO S.A	secop_ii_proveedores	9.0
900055290	Cross Border Technology S.A.S.	secop_ii_proveedores	9.0
890680031	EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE ARBELAEZ	secop_ii_proveedores	9.0
802011290	DISQUIMICOS JULIAO ALI Y CIA LTDA	secop_ii_proveedores	9.0
900063120	RED DE SERVICIOS CDA S.A.	secop_ii_proveedores	9.0
891800611	EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA	secop_ii_proveedores	9.0
900481176	PRESTAVIAS MUTATA S.A.S.	secop_ii_proveedores	9.0
830041314	DIRECCION DE SANIDAD DE LA POLICIA NACIONAL - DISAN PONAL	secop_ii_proveedores	9.0
800180787	ESPINOSA INGENIERIA SAS	secop_ii_proveedores	9.0
900130648	VORTEX COMPANY SAS	secop_ii_proveedores	9.0
900483946	FUNDACION SANTA ENGRACIA	secop_ii_proveedores	9.0
813010145	OFTALMOLASER SOCIEDAD DE CIRUGIA DEL HUILA SA	secop_ii_proveedores	9.0
901014929	G7 SOLUCIONES EMPRESARIALES S.A.S	secop_ii_proveedores	9.0
828001982	MAXILLANTAS AVL S.A.S	secop_ii_proveedores	9.0
800127892	Consultoria Tecnica y Servicios de Ingenieria	secop_ii_proveedores	9.0
900179105	FUNDACION DESPIERTA GUAJIRA	secop_ii_proveedores	9.0
901362641	Green Love Market S.A.S	secop_ii_proveedores	9.0
900238954	Governance Consultants S.A.	secop_ii_proveedores	9.0
802021171	IPS CIRUJANOS Y PEDIATRAS ASOCIADOS	secop_ii_proveedores	9.0
890922294	PROTOKIMICA S.A.S.	secop_ii_proveedores	9.0
900282195	ARTE PRODUCCIONES SAS	secop_ii_proveedores	9.0
900425814	ESPACIOS Y DISENOS SIGLO XXI SAS	secop_ii_proveedores	9.0
802005585	SISTEMAS & ARCHIVOS SAS SIAR SAS	secop_ii_proveedores	9.0
901066610	ASOCIACION DEFENSORA DE RECICLADORES Y EL MEDIO AMBIENTE	secop_ii_proveedores	9.0
805011877	EXPERIENCIA CORPORATIVA INTERNACIONAL PRACTICA LTDA	secop_ii_proveedores	9.0
813005431	SOCIEDAD CLINICA EMCOSALUD S.A.	secop_ii_proveedores	9.0
900246410	FUNDACION URBE FUTURO	secop_ii_proveedores	9.0
900766802	FLM ingenieros contratistas consultores S.A.S	secop_ii_proveedores	9.0
816005993	CLUB DEPORTIVO DE FUTBOL ACADEMIA RISARALDENSE DE FUTBOL	secop_ii_proveedores	9.0
900155616	RAMSES ASOCIADOS S.A.S	secop_ii_proveedores	9.0
900065039	FUNDACION ABRIENDO CAMINOS POR COLOMBIA	secop_ii_proveedores	9.0
900156521	CENTRO DE DIAGNOSTICO AUTOMOTOR DEL CAQUETA LTDA	secop_ii_proveedores	9.0
900675513	AQUASYSTEMS S.A.S	secop_ii_proveedores	9.0
901201887	CLINICA PUTUMAYO SAS ZOMAC	secop_ii_proveedores	9.0
900278648	IPS DOMICILIARIA SAS	secop_ii_proveedores	9.0
900628842	FUNDACION FORMANDO LA NINEZ PARA DESARROLLAR ADULTOS	secop_ii_proveedores	9.0
800099651	MUNICIPIO DE SANTA SOFIA	secop_ii_proveedores	9.0
800212285	REIMPODIESEL S.A.S	secop_ii_proveedores	9.0
900049461	FISIOPRAXIS S.A.S. IPS	secop_ii_proveedores	9.0
804008481	COOPERATIVA DE TRABAJO ASOCIADO UNIDOS AL PROGRESO DE GIUACA	secop_ii_proveedores	9.0
900072972	SPHERA CONSULTING SAS	secop_ii_proveedores	9.0
900379268	TICLINE SAS	secop_ii_proveedores	9.0
900782587	PRONOSTICOS S.A.S	secop_ii_proveedores	9.0
802008216	fundacion ecologica renacer de salamanca	secop_ii_proveedores	9.0
901078623	DISTRIVELEZ SAS	secop_ii_proveedores	9.0
899999067	CONTRALORIA GENERAL DE LA REPUBLICA	secop_ii_proveedores	9.0
830075961	ACEPCB	secop_ii_proveedores	9.0
900238438	GROW DATA S.A.S.	secop_ii_proveedores	9.0
800012189	CLINICA SAN JOSE DE CUCUTA SA	secop_ii_proveedores	9.0
802006617	JIREH TRAVEL	secop_ii_proveedores	9.0
830107942	Consulting Expertise S.A.S.	secop_ii_proveedores	9.0
901354261	A&F CONSULTORIA S.A.S	secop_ii_proveedores	9.0
805015208	Asociacion Habitat Humano	secop_ii_proveedores	9.0
900950719	COMERCIALIZADORA ROMO S.A.S.	secop_ii_proveedores	9.0
900110225	Fundacion Inti-Raymi	secop_ii_proveedores	9.0
900722425	FUNDACION MAS MANOS DE AMOR Y SOLIDARIDAD	secop_ii_proveedores	9.0
900812373	ASOCIACION DE ESTUDIANTES AFRODESCENDIENTES DE NARINO	secop_ii_proveedores	9.0
900126800	ADVANCE SCIENITIFIC DE COLOMBIA S.A.S.	secop_ii_proveedores	9.0
830037278	NUEVA ERA SOLUCIONES S.A.S.	secop_ii_proveedores	9.0
890905717	CIUDAD DON BOSCO	secop_ii_proveedores	9.0
900130908	SISTEMA Y ENERGIA CL S.A.S.	secop_ii_proveedores	9.0
890920814	MUNICIPIO DE SAN JERONIMO	secop_ii_proveedores	9.0
900087984	Asesorias y Soluciones Comerciales Ltda	secop_ii_proveedores	9.0
900461752	A&P SOCIEDAD DE PROFESIONALES SAS	secop_ii_proveedores	9.0
830044620	SOLVER CE COLOMBIA LTDA	secop_ii_proveedores	9.0
860025195	Circulo de Suboficiales de las Fuerzas Militares	secop_ii_proveedores	9.0
830511202	SALUD PLENA SAS	secop_ii_proveedores	9.0
900001991	FUNDACION ESPERANZA VIVA	secop_ii_proveedores	9.0
900170327	SOLUCIONES DASED S.A.S	secop_ii_proveedores	9.0
800157125	ASOCIACION DE PADRES USUARIOS Y MADRES COMUNITARIAS DE HOGARES DE BIENESTAR GRANJAS DE SAN PABLO	secop_ii_proveedores	9.0
806004060	CORPORACION EL COLEGIO DEL CUERPO	secop_ii_proveedores	9.0
800049697	ASOCIACION COMUNITARIA DE LAS FAMILIAS USUARIAS Y VECINOS DE LOS PROGRAMAS ICBF DE HCB DEL PROGRAMA SOCIAL DE LOS BARRIOS LA ESPERANZA Y CINCO DE NOVI	secop_ii_proveedores	9.0
900621294	FUNDACION ESPECIALIZADA PARA LA PRIMERA INFANCIA NINEZ JUVENTUD Y FAMILIA	secop_ii_proveedores	9.0
900196157	PROFESIONALES EN EQUIPO ASOPROE	secop_ii_proveedores	9.0
860026518	CHUBB SEGUROS COLOMBIA S.A.	secop_ii_proveedores	9.0
830095191	KIRVIT LTDA.	secop_ii_proveedores	9.0
890000400	HOSPITAL ROBERTO QUINTERO VILLA E.S.E	secop_ii_proveedores	9.0
901337584	ASOCIACION DE MADRES COMUNITARIAS Y PADRES USUARIOS CREANDO CON AMOR	secop_ii_proveedores	9.0
827000889	ACUARIO S.A.S	secop_ii_proveedores	9.0
900826351	Camicol Dotaciones SAS	secop_ii_proveedores	9.0
900030359	FADISMED SAS	secop_ii_proveedores	9.0
800031626	COMERCIAL OFFSET GUIO & CIA LTDA	secop_ii_proveedores	9.0
800215239	GARP SAS	secop_ii_proveedores	9.0
800099694	MUNICIPIO DE GUADALUPE SANTANDER	secop_ii_proveedores	9.0
900446662	TEAM IT SAS	secop_ii_proveedores	9.0
900128754	ABM INGENIERIA Y SERVICIOS LTDA	secop_ii_proveedores	9.0
900569211	prestacion de servicios A&A	secop_ii_proveedores	9.0
809009050	EMBOTELLADORA DE BEBIDAS DEL TOLIMA SA	secop_ii_proveedores	9.0
802013146	ASOCIACION DE RECICLADORES BARRANQUILLA PUERTA DE ORO	secop_ii_proveedores	9.0
900793675	FYJ INGENIERIA SAS	secop_ii_proveedores	9.0
807002448	EMPRESA CONSULTORA Y AUDITORA DE SERVICIOS DE SALUD Y MEDICINA MEDICONTROL SAS	secop_ii_proveedores	9.0
860035198	PLASTIPACK S.A	secop_ii_proveedores	9.0
901275178	Orange IT S.A.S	secop_ii_proveedores	9.0
846001620	E.S.E HOSPITAL SAN GABRIEL ARCANGEL	secop_ii_proveedores	9.0
900649910	FUNDACION TRABAJO SEGURIDAD EDUCACION INNOVACION PARA EL DESARROLLO INTEGRAL DE LA VIDA FUTURA	secop_ii_proveedores	9.0
900225819	A2G GROUP LTDA	secop_ii_proveedores	9.0
900110493	MULTITECNICO DE EDUCACION SAS	secop_ii_proveedores	9.0
900500281	NOVADEN ODONTOLOGIA ESPECIALIZADA I.P.S. S.A.S.	secop_ii_proveedores	9.0
900411670	add media central de marcas SAS	secop_ii_proveedores	9.0
901300355	GARA COLOMBIA S.A.S	secop_ii_proveedores	9.0
830132769	Fundacion Terpel	secop_ii_proveedores	9.0
817002466	CONSEJO REGIONAL INDIGENA DEL CAUCA	secop_ii_proveedores	9.0
807425228	ALD INSTRUMENTS	secop_ii_proveedores	9.0
811019499	RP MEDICAS SA	secop_ii_proveedores	9.0
800254517	ASOCIACION DE PADRES USUARIOS DE LOS HOGARES COMUNITARIOS DE BIENESTAR FAMILIAR MIRAMAR MANGA Y OTROS	secop_ii_proveedores	9.0
811024668	INDUSTRIAS CENTRICOL LTDA	secop_ii_proveedores	9.0
900443275	BBR PRODUCCIONES	secop_ii_proveedores	9.0
899999342	ALCALDIA MUNICIPIO MOSQUERA	secop_ii_proveedores	9.0
900859395	Corporacion para el Fortalecimiento y Desarrollo Socio Economico y Ambiental de las Comunidades	secop_ii_proveedores	9.0
900595205	CAROLINA GAITAN SAS	secop_ii_proveedores	9.0
800141645	BASE NAVAL ARC BOLIVAR	secop_ii_proveedores	9.0
900925348	ASOCIACION AFROCOLOMBIANA PARA EL FOMENTO DE HABITOS DE VIDA SALUDABLE	secop_ii_proveedores	9.0
900346834	UNICO TECHNOLOGY & SOLUTIONS S.A.S	secop_ii_proveedores	9.0
900556961	INVERSIONES LGA HIJOS SAS	secop_ii_proveedores	9.0
827000724	willitec	secop_ii_proveedores	9.0
823000731	FUNDACION DESARROLLO SOCIAL	secop_ii_proveedores	9.0
900781392	GRUPO EMPRESARIAL JM & FSN S A S	secop_ii_proveedores	9.0
901014140	AR&G INGENIERIA SAS	secop_ii_proveedores	9.0
800108708	TM MEDICAS S.A.S	secop_ii_proveedores	9.0
901088829	AGENCIA JR URAGRAFICAS	secop_ii_proveedores	9.0
901320735	IMPORTADORA Y COMERCIALIZADORA HYLA COLOMBIA SAS	secop_ii_proveedores	9.0
809006582	CAMPO ELECTRICO LTDA.	secop_ii_proveedores	9.0
901165723	EGS Soluciones Integrales S.A.S.	secop_ii_proveedores	9.0
890204138	MUNICIPIO DE ZAPATOCA	secop_ii_proveedores	9.0
800229178	GIRALDO OLAYA Y CIA	secop_ii_proveedores	9.0
900957413	CLIMATIZACION Y CONSTRUCCIONES DE LA COSTA SAS	secop_ii_proveedores	9.0
822001570	HOSPITAL LOCAL PRIMER NIVEL E.S.E. FUENTEDEORO	secop_ii_proveedores	9.0
900531511	I2O WATER LATINOAMERICA SAS	secop_ii_proveedores	9.0
800251482	HOGARES DE PASO LA MALOKA SAS	secop_ii_proveedores	9.0
800077110	ASOCIACION DE PADRES DE FAMILIA DE HOGARES COMUNITARIOS DE BIENESTAR BONDA	secop_ii_proveedores	9.0
901363271	CONSTRUCTORA C3 ZOMAC S.A.S	secop_ii_proveedores	9.0
800117328	ASILO CASA DEL RECUERDO DE MOMPOS	secop_ii_proveedores	9.0
900062489	INSTITUTO PARA EL DESARROLLO DEL CESAR	secop_ii_proveedores	9.0
900464134	ESTACION DE SERVICIO LOS MINEROS 7 SAS	secop_ii_proveedores	9.0
900142340	MODULARES ELYOS SAS	secop_ii_proveedores	9.0
900924671	HOLDING DALSAR S.A.S.	secop_ii_proveedores	9.0
890803418	PROMAPAN LTDA	secop_ii_proveedores	9.0
900868231	CATEZ COLOMBIA SAS	secop_ii_proveedores	9.0
900752620	IPS CLINICAL HOUSE SAS	secop_ii_proveedores	9.0
800148041	SERVILIMPIEZA S.A.	secop_ii_proveedores	9.0
860031210	DIOCESIS DE ARAUCA	secop_ii_proveedores	9.0
830071701	MACROSEARCH S.A.S.	secop_ii_proveedores	9.0
900228688	EXPANSION TI SAS	secop_ii_proveedores	9.0
900325954	Maquinas y equipos de Colombia sas	secop_ii_proveedores	9.0
900199294	MECANOMEGA LTDA	secop_ii_proveedores	9.0
806014963	Red Ambiental S.A. E.S.P	secop_ii_proveedores	9.0
900360980	ASOCIACION DE RECICLADORES AMBIENTALES	secop_ii_proveedores	9.0
860008052	Fundacion Corona	secop_ii_proveedores	9.0
900465610	CONSTRUCTORA Y CONSULTORA DA VINCI S.A.S	secop_ii_proveedores	9.0
891901773	HOGAR INFANTIL CASA DE LA PROVIDENCIA	secop_ii_proveedores	9.0
899999462	MUNICIPIO DE CAQUEZA	secop_ii_proveedores	9.0
900832182	Fundacion Be Arte	secop_ii_proveedores	9.0
900311008	CONSORCIO S&D	secop_ii_proveedores	9.0
816001519	DECORARCO S.A.	secop_ii_proveedores	9.0
800096770	MUNICIPIO DE PUERTO ESCONDIDO	secop_ii_proveedores	9.0
900977433	MONTEGUEZ SAS	secop_ii_proveedores	9.0
819004503	ESE CENTRO DE SALUD DE ZAPAYAN	secop_ii_proveedores	9.0
800200582	AZ INGENIERIA S.AS.	secop_ii_proveedores	9.0
900177624	IPS INDIGENA ANASHIWAYA	secop_ii_proveedores	9.0
800049508	MUNICIPIO DE PAEZ	secop_ii_proveedores	9.0
900224490	FUNDACION IMAGINARIO COLECTIVO CARIBE	secop_ii_proveedores	9.0
900060282	ASOCIACION DE CABILDOS INDIGENAS EMBERA WOUNAAN  KATIO  CHAMI Y TULE DEL DESPARTAMENTO DE CHOCO  OREWA	secop_ii_proveedores	9.0
900533022	Tu Equipo	secop_ii_proveedores	9.0
800160690	ASOCIACION DE PADRES DE FAMILIA DE LOS HOGARES COMUNITARIOS DE BIENESTAR LOS ANAYES	secop_ii_proveedores	9.0
890316745	UNIVERSIDAD ICESI	secop_ii_proveedores	9.0
830077981	EDITORIAL PLANETA COLOMBIANA SA	secop_ii_proveedores	9.0
807002152	CLINICA OFTALMOLOGICA PENARANDA SAS	secop_ii_proveedores	9.0
900441038	CLUB DEPORTIVO DE TAEKWONDO SAM YANG	secop_ii_proveedores	9.0
890903939	Gaseosas Posada Tobon S.A	secop_ii_proveedores	9.0
891408710	PROCIENTIFICA DE COLOMBIA SAS	secop_ii_proveedores	9.0
805017152	CFG LTDA- RESCATE TECNICO	secop_ii_proveedores	9.0
860037931	ACIET	secop_ii_proveedores	9.0
890802505	ALCALDIA MUNICIPIO DE MANZANARES	secop_ii_proveedores	9.0
860001978	CABARRIA IQA SAS	secop_ii_proveedores	9.0
800162463	INTERPROCESOS LTDA	secop_ii_proveedores	9.0
900136903	FUNDACION MIL SEMILLAS	secop_ii_proveedores	9.0
900019831	FUNDACION SOCIAL Y CULTURAL GRAN COLOMBIA	secop_ii_proveedores	9.0
900134428	PROSERCOM	secop_ii_proveedores	9.0
892301141	INVERSIONES ELCER SAS	secop_ii_proveedores	9.0
900451447	Mantenimientos Tecnicos Industriales  Ingenieria SAS	secop_ii_proveedores	9.0
900619329	GRUPO AVM S.A.S.	secop_ii_proveedores	9.0
900216328	Circulo Informattica Colombia SAS	secop_ii_proveedores	9.0
805016173	Agro la Hacienda S.A.S	secop_ii_proveedores	9.0
822006807	LATINOAMERICANA DE SERVICIOS AEREO S.A.S	secop_ii_proveedores	9.0
900364545	MAPO INGENIERIA SAS	secop_ii_proveedores	9.0
822006618	SOLUCIONES JR E.U	secop_ii_proveedores	9.0
807005593	COOPERATIVA DE TRABAJO ASOCIADO CALISERVICIOS	secop_ii_proveedores	9.0
800159771	Tekhne Ltda	secop_ii_proveedores	9.0
891401227	Industrias Salgari S.A.S	secop_ii_proveedores	9.0
891301656	ALMACEN SU AMIGO SANDOVAL HOLGADO Y CIA. LTDA	secop_ii_proveedores	9.0
900590897	LOGISTICA Y VALLAS ANTIOQUIA SAS	secop_ii_proveedores	9.0
830061474	C & M Consultores S.A.S	secop_ii_proveedores	9.0
900023360	Security Consulting Of Americas Ltda	secop_ii_proveedores	9.0
800203530	ASOCIACION DE HOGARES COMUNITARIOS GAMARRA TRADICIONAL	secop_ii_proveedores	9.0
901233668	Inversiones Isvel S.A.S.	secop_ii_proveedores	9.0
900068916	DIGITOSY DISENOS INDUSTRIA GRAFICA S.A.S	secop_ii_proveedores	9.0
800229887	MUNICIPIO DE PUERTO CAICEDO	secop_ii_proveedores	9.0
800223876	Fundacion Centro Investigacion e Informacion en deficiencias Auditivas CINDA	secop_ii_proveedores	9.0
900389599	DISTRIBUCIONES EN ELECTRICIDAD Y COMUNICACIONES SAS	secop_ii_proveedores	9.0
900683113	INVERSIONES SALCEDO GALLARDO SAS	secop_ii_proveedores	9.0
900341806	IPS ASSOT SAS	secop_ii_proveedores	9.0
890985660	E.S.E. HOSPITAL OSCAR EMIRO VERGARA CRUZ	secop_ii_proveedores	9.0
900292966	DISTRIBUIDORA Y MAYORISTA DE COMPUTADORES LTDA	secop_ii_proveedores	9.0
901095330	SERVICIOS ARRONOBEL S.A.S	secop_ii_proveedores	9.0
900901481	ABM INDUSTRIAL  SAS	secop_ii_proveedores	9.0
900542974	VIAL INTERACTIVA S.A.S	secop_ii_proveedores	9.0
815000253	Ips Clinica salud florida s.a.	secop_ii_proveedores	9.0
806012364	BUSEXPRESS  SAS	secop_ii_proveedores	9.0
890801150	MUNICIPIO DE SUPIA	secop_ii_proveedores	9.0
900140436	Ingenieria y Consultoria Global S.A.S	secop_ii_proveedores	9.0
900494922	COMERCIALIZADORA Y FERRETERIA JM SAS	secop_ii_proveedores	9.0
890205516	ESE HOSPITAL INTEGRADO LANDAZURI	secop_ii_proveedores	9.0
810001970	ASESORIAS TECNICAS EN SALUD LABORAL	secop_ii_proveedores	9.0
806009687	LIGA DE JUDO DE BOLIVAR	secop_ii_proveedores	9.0
900105197	CORPORACION PARA EL DESARROLLO SOCIAL NATURALEZA Y VIDA	secop_ii_proveedores	9.0
900451948	KNOW HOW ASESORES S.A.S	secop_ii_proveedores	9.0
802008919	INVERSIONES Y NEGOCIOS DEL CARIBE S A S	secop_ii_proveedores	9.0
900581090	COMMODITIES & FINANCIAL SERVICES - COMFISER S.A.S.	secop_ii_proveedores	9.0
811024558	JUNTA ADMINISTRADORA DE ACUEDUCTO EL MANANTIAL	secop_ii_proveedores	9.0
900991946	INVERSIONES FZZ S.A.S.	secop_ii_proveedores	9.0
809003128	E.S.E HOSPITAL NUESTRA SENORA DE FATIMA DE FLANDES TOLIMA	secop_ii_proveedores	9.0
900199048	ABC INGENIERIA ELECTRONICA Y CIVIL SAS	secop_ii_proveedores	9.0
900766740	SERVICIOS Y SUMINISTROS HFC SAS	secop_ii_proveedores	9.0
900565762	ELEVATOR CONTROL SYSTEM SAS	secop_ii_proveedores	9.0
860038579	MEDITEC S.A.	secop_ii_proveedores	9.0
900883685	CENTRO DE SERVICIO ANDINO SAS	secop_ii_proveedores	9.0
900441450	LALM SAS	secop_ii_proveedores	9.0
800020808	BLISTECO S.A.S	secop_ii_proveedores	9.0
900056779	VISION BTL SAS	secop_ii_proveedores	9.0
900188353	INSTITUTO MEDICO OFTALMOLOGICO DE COLOMBIA	secop_ii_proveedores	9.0
900615327	TARKUS DISENO Y CONSTRUCCIONES S.A.S	secop_ii_proveedores	9.0
900064913	SUDISUR S.A.S	secop_ii_proveedores	9.0
900260256	CORPORACION EDUCATIVA COLEGIO TOMAS CARRASQUILLA	secop_ii_proveedores	9.0
900808189	BIO-RESIDUOS S.A.S	secop_ii_proveedores	9.0
900411541	ASOARGOS	secop_ii_proveedores	9.0
901123937	FUNDACION SEMILLAS ORINOQUIA	secop_ii_proveedores	9.0
900584901	SERVICIOS INTEGRADOS ESPECIALIZADOS EN SALUD	secop_ii_proveedores	9.0
900804637	PABON ABOGADOS Y ASOCIADOS SAS	secop_ii_proveedores	9.0
900127654	JFMONROY CARDIOLOGIA LTDA	secop_ii_proveedores	9.0
890906346	EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN FERNANDO DE AMAGA	secop_ii_proveedores	9.0
899999407	ALCALDIA DE UTICA	secop_ii_proveedores	9.0
892099392	ALCALDIA MUNICIPIO DE OROCUE	secop_ii_proveedores	9.0
900943875	FUNDACION COLOMBIANA CON SEGURIDAD ALIMENTARIA Y NUTRICIONAL	secop_ii_proveedores	9.0
900646816	CORPORACION GALERIA URBANA METROPOLITANA	secop_ii_proveedores	9.0
891480026	ALCALDIA MUNICIPAL DE LA CELIA	secop_ii_proveedores	9.0
900174914	GUIA PC	secop_ii_proveedores	9.0
800245442	ASOCIACION ALMORZADERO DE BUBUEY	secop_ii_proveedores	9.0
800248004	INSTITUTO TECNICO NACIONAL DE COMERCIO SIMON RODRIGUEZ	secop_ii_proveedores	9.0
900815592	INDUSTRIAS ALIMENTICIAS ENRIPAN S.A.S	secop_ii_proveedores	9.0
813010867	ASOCIACION DE VOLUNTADES PARA EL SERVICIO SOCIAL	secop_ii_proveedores	9.0
830146711	Corporacion Cultural InterColombia	secop_ii_proveedores	9.0
900084379	AROMASYNT SAS	secop_ii_proveedores	9.0
901294991	DROGUERIA FARMAWEB S.A.S	secop_ii_proveedores	9.0
800019709	MUNICIPIO DE TENZA BOYACA	secop_ii_proveedores	9.0
901237921	Centro Ortopedico Alex Barraza SAS	secop_ii_proveedores	9.0
830019863	ASOCIACION DE PADRES DE FAMILIA GERONA	secop_ii_proveedores	9.0
900390388	corporacion barraca	secop_ii_proveedores	9.0
823002595	ALCALDIA MUNICIPIO EL ROBLE	secop_ii_proveedores	9.0
900469996	ORL DEL CARIBE S.A.S	secop_ii_proveedores	9.0
830094598	PLANETA VERDE SAS	secop_ii_proveedores	9.0
800216414	Gaseosas Rio Limitada	secop_ii_proveedores	9.0
890805260	ESE HOSPITAL DEPARTAMENTAL SAN JOSE DE   MARULANDA	secop_ii_proveedores	9.0
800062028	ASOCIACION DE PADRES USUARIOS OTRAS MODALIDADES DE ATENCION A LA PRIMERA INFANCIA Y MADRES COMUNITARIAS ESTRELLITAS DEL SUR	secop_ii_proveedores	9.0
800071260	ASOCIACION DE PADRES DE FAMILIAS DE HOGARES DE BIENESTAR NUEVO PARAISO CARIBE	secop_ii_proveedores	9.0
860451253	CIVING INGENIEROS CONTRATISTAS SAS	secop_ii_proveedores	9.0
860072122	G & G Sucesores S.A.S.	secop_ii_proveedores	9.0
890900518	Fundacion Hospitaria  San Vicente de Paul	secop_ii_proveedores	9.0
860400432	COMPANIA DE REPRESENTACIONES ANDINAS S.A.	secop_ii_proveedores	9.0
900242161	CORPORACION ANDINA PARA EL FOMENTO DE LA EDUCACION Y EL DESARROLLO SOSTENIBLE	secop_ii_proveedores	9.0
830087099	CENTRAL PARKING SYSTEM COLOMBIA S.A.S.	secop_ii_proveedores	9.0
